.ACTION laughs.,Other
i got a first class ticket to hell,Statement
lol 10-19-20sUser7,Other
JOIN,Other
any texas girls in here?,ynQuestion
anyone can be bought if theres enuff money 10-19-20sUser83:),Statement
any guys have webcams?,ynQuestion
.ACTION re-thinks liking 10-19-20sUser121.,Other
JOIN,Other
rethinks???,ynQuestion
lmaoooo,Other
"Aw, man.",Other
whats up 10-19-20sUser155,Other
i was only kidding.,Statement
lol,Other
he's a douchebag.,Statement
Poor 10-19-20sUser121,Statement
i'm bored,Statement
love me.,Statement
pick me,Statement
choose me.,Statement
.ACTION is re-thinking the re-think .,Other
10-19-20sUser6,Statement
nothing much u,Statement
(that was my meredith impression),Statement
PART,Other
PART,Other
yes 10-19-20sUser92???,whQuestion
sits with 10-19-20sUser30,Statement
Cum to my shower.,Statement
lol 10-19-20sUser121,Other
.ACTION 10-19-20sUser1370 watches his nads.,Other
JOIN,Other
asl,whQuestion
"not a lot, where u from",whQuestion
choose me too funny,Statement
You can pick your friends.. And you can pick your nose.. But you can't pick your friends nose.,Statement
JOIN,Other
.ACTION sticks his fingers in 10-19-20sUser7s face.,Other
lmaooo 10-19-20sUser92!!!!!!,Other
.ACTION 10-19-20sUser1370 watches ur nad with a stick.,Other
ca u 10-19-20sUser23,Statement
ewwww,Other
lol *sniffs*,Other
ewwwwww,Other
PART,Other
10-19-20sUser115!,Other
owww splinter,Statement
PART,Other
JOIN,Other
.ACTION licks 10-19-20sUser116's ear.,Other
PART,Other
ughhh,Other
does anyone want to talk to me on the phone?  I don't charge,ynQuestion
IL,Statement
.ACTION gagas.,Other
.ACTION hangs head.,Other
pm me for my phone number.,Statement
gags even,Statement
Lmfao 10-19-20sUser121,Other
.ACTION licks 10-19-20sUser92's neck.,Other
i do,Statement
.ACTION bites her lip.,Other
Meep,Statement
.ACTION is resisting.,Other
ur female right,ynQuestion
lol 10-19-20sUser115,Other
beeeeehave,Statement
Remember the LAst time you did that,ynQuestion
.ACTION smirks innocently.,Other
no ,Other
go wash your hands now!,Other
dude 10-19-20sUser92 gets around,Statement
jk,Statement
JOIN,Other
1-900-anal-sex is 10-19-20sUser121's number,Statement
dang it. just as i predicted.  no one pm's me.,Statement
charge that is 1.99/min.,Statement
lol @ innocent,Other
hahah,Other
lol....,Other
yeah,Other
LOLOLOLLL 10-19-20sUser12,Other
thats not nice,Other
my neck,Statement
youasshole!,Other
10-19-20sUser115 can i pm you?,ynQuestion
is like,Other
"no it's not 10-19-20sUser12, you shut yo mouth.",Other
erm,Other
free for 10-19-20sUser68,Statement
Lmfao,Other
JOIN,Other
.ACTION goes to wash his hands.,Other
lmao ,Other
:-o,Other
I am innocent!,Other
Lies.,Statement
lmao no 10-19-20sUser115,Other
Check my record.,Statement
:),Other
Lol,Other
lick em 10-19-20sUser7,Statement
10-19-20sUser23 how old r u,whQuestion
lol,Other
Way to lie,Statement
mmhmm,Statement
10-19-20sUser20 is very polite!,Other
calls 10-19-20sUser30,Statement
lmao,Other
24  u,Statement
"yo 10-19-20sUser115, may i om y?",ynQuestion
.ACTION lix.,Other
ummm,Statement
lol,Other
LOL,Other
22 ,Statement
10-19-20sUser109 i dont cyber darlin ,Statement
"""youre dead to me""...",Statement
why...,whQuestion
he is 10-19-20sUser6!,Other
I'm more innocent than anyone on Death Row.,Statement
but i'll call you just in case youre not dead,Other
hahaha,Other
u got a good catch:),Statement
.ACTION covers her neck.,Other
are u mexican,ynQuestion
to talk,Other
what r u searching for?,whQuestion
he is notme!,Other
ummm,Statement
why else darling?,whQuestion
lol,Other
he wont bite ya 10-19-20sUser115!,Other
yeah u ,Other
ooo wait,Statement
yeah,Other
PART,Other
is he your fiance??,ynQuestion
i'm going to bed now. iwant to have hot sexy dreams about 10-19-20sUser68,Statement
i do bite 10-19-20sUser6...,Other
lmao@darling.. he's a guy!,Other
.ACTION wishes someone would call cause I have free incoming call mins..,Other
JOIN,Other
yes,Other
ditto 10-19-20sUser30 nite,Other
lool,Other
ya do.. i know that.. ;),Other
10-19-20sUser23 kina give it away,Statement
oo ooooook then,Other
hey room,Other
hey if he wants to call me darlin its ok,Statement
"yeah, so did 10-19-20sUser155",Other
PART,Other
and he bites 10-19-20sUser115,Statement
not any more 10-19-20sUser115,Other
lol,Other
guys are idiots.,Statement
go ahead pm me baby,Statement
10-19-20sUser109 .. get the fuck outta my PM!,Other
in case you girls didn't know.,Statement
thought y were a girl,Statement
JOIN,Other
for all the early20s.,Statement
hahah@baby,Other
what do u do in CA,whQuestion
.ACTION tears up the partial phone #.,Other
10-19-20sUser109s in my pm too 10-19-20sUser6,Statement
any hot guys wanna chat 22-30,ynQuestion
u wanna have have hot sext dreams about urself 10-19-20sUser68,Statement
piff so now you dont wanna talk to me,Statement
:-o,Other
shows i didnt read the profile,Statement
thats so sexist,Other
am a student u,Statement
dang 10-19-20sUser30,Other
thats right,Other
lazy ppl... dont read profiles,Statement
sounds kinda conceited to me,Statement
yes,Other
PART,Other
JOIN,Other
thats mean!,Other
fine,Other
!hug 10-19-20sUser20,Other
.ACTION watches 10-19-20sUser6 hug the stuffin' outta 10-19-20sUser20....,Other
busy peolpe either,Statement
I work in construction,Statement
"okay, I'm off for a bit.",Statement
i dont wanna talk to you either!,Other
to calm myself down.,Statement
busy busy,Statement
any one want to chat,ynQuestion
a bit.,Statement
10-19-20sUser84.,Statement
.ACTION crosses arms.,Other
later maybe...,Statement
geeshh... two kids fighting!,Other
whats ur major,whQuestion
i probably sucks in summer too hot,Statement
I saw my name,Statement
was gonna dream about 10-19-20sUser30,Statement
PART,Other
.ACTION sits down and eats chococake.,Other
JOIN,Other
ok lol,Other
.ACTION hugs 10-19-20sUser20.,Other
aw yum,Other
child development,Statement
lol,Other
i want cho-co-la-te.,Other
10-19-20sUser121 how near kc ?,whQuestion
just cheaking ,Statement
PART,Other
JOIN,Other
PART,Other
hell yeah,Other
10-19-20sUser115 hes taken alright,Other
near near?,ynQuestion
:P,Other
CHOCO CHOCO,Other
good night all,Other
.ACTION smax.,Other
lmaoo 10-19-20sUser7,Other
JOIN,Other
haha,Other
It's only three syllables,Statement
 >:-> ,Other
wow thats near,Statement
geeshh,Other
cho-co-late,Other
hehehe,Other
sowwy ppl!,Other
PART,Other
piff so,Statement
sowwy VVil and 10-19-20sUser36!,Statement
JOIN,Other
.ACTION kisses 10-19-20sUser68.,Other
so! Mmm,Statement
PayPal has free credit alert to hep against identity theft now,Statement
wont do it again.. ,Statement
too hot in the summer and too cold in the winter,Statement
.ACTION hands 10-19-20sUser121 the new cell phone chocolate.,Other
!smooch 10-19-20sUser30,Other
".ACTION walks up to 10-19-20sUser30, runs their fingers thru the back of 10-19-20sUser30's hair, closes their eyes, and gently kisses 10-19-20sUser30 on the neck, Compliments of 10-19-20sUser68!.",Other
wat did u do 10-19-20sUser6?,whQuestion
woohoo paypal,Other
yeah?,ynQuestion
i typed choco in caps..lol,Statement
PART,Other
sowwy,Statement
JOIN,Other
PART,Other
"umm, 10-19-20sUser83)",Statement
PART,Other
lol,Other
!pounce 10-19-20sUser165,Other
.ACTION watches 10-19-20sUser6 jump up and pounce 10-19-20sUser165... mmm I missed you baby!.,Other
*spank*,Other
you're not supposed to be here you're over your 20s.,Statement
good pay makes it better,Statement
yes,Statement
PART,Other
that red color bit my eye man...,Statement
.ACTION video tapes.,Other
hey 10-19-20sUser20,Other
Im blind now,Statement
.ACTION has left the room.,Other
hey este - 10-19-20sUser115- spank dat as -will,Other
PART,Other
hahah 10-19-20sUser121,Other
hey 10-19-20sUser165,Other
funny.,Statement
Way to chase people out,Statement
lmao 10-19-20sUser83,Other
PART,Other
watch him 10-19-20sUser6,Statement
:P,Other
ty 10-19-20sUser6,Statement
hey 10-19-20sUser6,Other
PART,Other
very bored any guys wana chat to a chik from aussie (i mean chat aswell) ,Statement
lol 10-19-20sUser7,Other
PART,Other
"u got that right, i dont do shit, im the supervisor",Other
Hello 10-19-20sUser165.,Other
hey 10-19-20sUser165 how's u?,Other
.ACTION has left the room with 10-19-20sUser83.,Other
your fiance is ignoring me 10-19-20sUser6,Statement
JOIN,Other
lol 10-19-20sUser115...,Other
what list should i put him in??,whQuestion
you wish,Statement
honey.. cmon,Statement
hi 10-19-20sUser128,Other
nice,Statement
JOIN,Other
not the special list cuz he ignored you,Statement
PART,Other
hey 10-19-20sUser64,Other
"put him in the ""untouchable"" list 10-19-20sUser115",Statement
im good 10-19-20sUser6,Statement
lmao 10-19-20sUser7,Other
how r u 10-19-20sUser128,whQuestion
hehe,Other
hows bout u,whQuestion
good to hear 10-19-20sUser165,Statement
no 10-19-20sUser6 knows i have 2 lists,Other
JOIN,Other
--------------------27 M London .. any girls who enjoys roleplay ..whisper me,Statement
good and urself ,whQuestion
PART,Other
JOIN,Other
wats are they?,whQuestion
PART,Other
yes.. 2 lists,Other
great ty,Statement
piff i aint tellin you,Other
u know the u of I right fighting illin,Statement
10-19-30sUser11 lol,Other
lol 10-19-30sUser11,Other
wb 10-19-30sUser9,Other
thank you vm,Statement
lol,Other
i had to shut the tv off... too much noise about nothing but stupid political ads... good grief,Statement
PART,Other
JOIN,Other
wb 10-19-30sUser15,Other
JOIN,Other
yeah i lost connection,Statement
so 10-19-30sUser11 how was youer day,whQuestion
its election season,Statement
ooo a scorpion,Statement
like always 10-19-30sUser7 and yours,whQuestion
same,Statement
well i was off of work today,Statement
what did u do 10-19-30sUser11,whQuestion
Uhh Ahh..............................Boyz II Men,Statement
scorpions rock... lol,Statement
what is ur job,whQuestion
me too 10-19-30sUser11,Statement
hehe,Other
"went to manhattan and back, boght some stuff then came back home",Statement
PART,Other
what stuff 10-19-30sUser11? ,whQuestion
they can be vindictive,Statement
earrings and a coat,Statement
but nice people,Other
seriously 10-19-30sUser2? lol,ynQuestion
you read too many horror scopes,Statement
lol,Other
nice 10-19-30sUser11,Other
i am horrified,Statement
hehe,Other
lmao 10-19-30sUser2,Other
10-19-30sUser2 even,Other
JOIN,Other
well i am going talk later,Statement
byb,Statement
bye,Other
Hey everyone!,Other
nite 10-19-30sUser15,Other
welcome 10-19-30sUser17,Other
bye 10-19-30sUser15,Other
Hey 10-19-30sUser9,Other
what's the flavour of the day 10-19-30sUser9,whQuestion
i had a very intersting blueberry martini today... first time... liked it... ,Statement
see u all laterssss,Other
What kind of consultant are you....I'm a financial consultant,whQuestion
byeeee,Other
nite 10-19-30sUser7,Other
bye 10-19-30sUser7,Other
gonna eat dinner,Statement
PART,Other
biz 10-19-30sUser17... ,Statement
Looking Through Patient Eyes.....PM Dawn   (last song of the evening-LIVE),Statement
cool...is biz going good?,ynQuestion
nite 10-19-30sUser7,Other
mauh!!!!!!!!!!!!!!!!,Other
nite mike,Other
i keep makin' $$ for others so it must be 10-19-30sUser17... lol,Statement
10-19-30sUser11 sup girl?,ynQuestion
me too...always seem to pick the right stocks for everyone else but me....lol,Statement
Hi 10-19-30sUser4,Other
don't take your own advice? lol,ynQuestion
don't be your own client,Statement
you'll suffer,Other
JOIN,Other
lmao,Other
I do...just always 2 days too late (after I finish meeting with all my clients),Statement
hi room,Other
hey 10-19-30sUser18.. welcome,Other
hi 10-19-30sUser9,Other
mango is my fav,Statement
JOIN,Other
thank you,Statement
PART,Other
shaken or stirred 10-19-30sUser18?,whQuestion
hi 10-19-30sUser19,Other
hey 10-19-30sUser18,Other
good ques 10-19-30sUser17,Statement
always shakin'... lol,Statement
strong!,Other
lmao 10-19-30sUser18,Other
strait up,Statement
lol,Other
JOIN,Other
shakin,Statement
that's the way I like it ,Statement
oh ya,Other
<sorry dont drink,Statement
its k,Statement
<is a smoker,Statement
me too,Statement
trying to quit,Statement
10-19-30sUser9...what's your preference?,whQuestion
<always 4.20 at my house,Statement
ya,Other
PART,Other
i like mine shook over ice,Statement
why so mad 10-19-30sUser19,whQuestion
<cali farmer,Statement
hmmmmmmm\,Statement
harvest good this year,Statement
brb,Other
NICK :10-19-30sUser10,Other
whoa,Statement
hb 10-19-30sUser2,Other
i have teenagers,Statement
finally 10-19-30sUser10,Statement
lol,Other
ha i have one,Statement
i have 2,Statement
"18,   16",Other
what's the latest?,whQuestion
boys,Other
oh ny gosh,Other
"8,6 girls",Other
my,Other
that is ruff,Statement
so what are we talkin' about tonight?,whQuestion
PART,Other
you're choice 10-19-30sUser17,Statement
mango martinis and teens,Statement
lol 10-19-30sUser18,Other
hey 10-19-30sUser9...you married?,ynQuestion
lol,Other
"hell no, u?",Other
"sex, drugs and rock n roll",Statement
PART,Other
lol 10-19-30sUser19,Other
wooooohoooo,Other
with an answer like that...nope....lol,Statement
ha,Other
maybe not the drugs,Statement
the rest i can do,Other
or the rock and roll....definitley the sex....lol,Statement
yeppers,Other
ya drugs r bad,Statement
i sing for the ladies,Statement
oh no 10-19-30sUser19 are you from texas?,ynQuestion
any kids 10-19-30sUser9....,ynQuestion
no mame,Other
"nada again 10-19-30sUser17, u?",Other
<cali guy here,Statement
mikeeeeeeeeeeeeeeeeeeeeeeeeee,Other
ok,Other
see my nic,Statement
little boy,Statement
ya ,Statement
that's cool... kids are cool,Other
JOIN,Other
welcome 10-19-30sUser21,Other
adults are cooler.....lol,Statement
i chatted with someone recently from texas who said yeppers alot,Statement
hi,Other
JOIN,Other
yea my 18 year old plays in my band,Statement
hi all,Other
hi 10-19-30sUser21,Other
JOIN,Other
hey u550436035,Other
NICK :10-19-30sUser10,Other
i c,Statement
hi all ,Other
hey 10-19-30sUser23 hun,Other
hi 10-19-30sUser9,Other
hi 10-19-30sUser23,Other
yea its pretty cool,Other
nice to see you here,Statement
hey everyone,Other
so how do you unwind 10-19-30sUser9?,whQuestion
hi ,Other
i'm doin' it now 10-19-30sUser17,Statement
the hair would suggest you party hard.....lol,Statement
what type of music does your band play,whQuestion
the hair?,ynQuestion
yep,Other
yeah I'm ready to party,Statement
hey 10-19-30sUser9?,whQuestion
what you do for fun,Other
she's doin it....lol,Statement
not a loaded quistion,Statement
10-19-30sUser23,Other
I'm flattered really!,Other
with one hand,Other
what 10-19-30sUser11,whQuestion
JOIN,Other
hi 10-19-30sUser24,Other
"gentlemen...let""s be nce...there are ladies in the room....",Statement
really 10-19-30sUser17??? geeze,ynQuestion
I meant nothing by my comments,Statement
ae you sexy?,ynQuestion
PART,Other
are,Other
how are you 10-19-30sUser23,whQuestion
no kidding if we be dumb asses they wont chat with ya,Statement
ok i guess,Statement
lmao 10-19-30sUser19,Other
go figure,Statement
 :-) ,Other
Finally someone figured out women...thanks 10-19-30sUser19,Statement
<tries to watch his manners,Statement
damn 10-19-30sUser17... ,Other
lol,Other
no problem,Statement
 ;-) ,Other
what was I thinking...orgy all around!!!!....lol,Other
orgy?,ynQuestion
lol,Other
lmao... wow... ,Other
what one word can do for some people...easy there 10-19-30sUser3...lol,Statement
lol,Other
to funny,Other
PART,Other
JOIN,Other
but getting back to the orgy......,Other
10-19-30sUser25,Other
lmao 10-19-30sUser17,Other
10-19-30sUser3,Other
10-19-30sUser25,Other
whats up ,whQuestion
10-19-30sUser11,Other
no,Other
bye,Other
me too........10-19-30sUser9,Statement
PART,Other
lets play naked twister,Statement
.ACTION passes a drink to all in the room and a margarita for 10-19-30sUser11 .,Other
cyber twister... how novel,Statement
ty 10-19-30sUser25 hun,Statement
10-19-30sUser9 all around,Statement
lol,Other
thanks 10-19-30sUser25... right on,Other
no cheating now,Statement
PART,Other
JOIN,Other
oppsss lol ,Other
JOIN,Other
lol 10-19-30sUser25... wb,Other
0,Other
10-19-30sUser25 if I were you I would ask for a better nickname,Statement
hi 10-19-30sUser25,Other
wrong damn button again lol ,Statement
PART,Other
bye 10-19-30sUser21,Other
hey 10-19-30sUser26... out of the pm please,Statement
it is all good 10-19-30sUser17 call me what u like just not late for date or dinner lol ,Statement
lol,Other
lol 10-19-30sUser25,Other
10-19-30sUser9 seems to know all the right buttons to push;-),Statement
PART,Other
lose the fantasy 10-19-30sUser17... lol,Statement
.ACTION is 10-19-30sUser10,Other
i thought my name was shit head for a long time,Statement
.ACTION WOW! You said shit.. .,Other
lost it years ago...,Statement
oooooooooooooonnnnnnnnnnnneeeeeeeeeeeeeeesssssssss ,Other
ooopppps,Other
did not see u there baby ,Statement
sucks being you then huh? j/k :),ynQuestion
JOIN,Other
hey 10-19-30sUser27... welcome,Other
Hi!!,Other
PART,Other
JOIN,Other
What's happening?,whQuestion
why'd 10-19-30sUser19 leave?,whQuestion
not sure,Statement
JOIN,Other
passing around 10-19-30sUser9,Statement
pissed at you i'm sure... lol,Statement
 :-) hello ,Other
...oopps I meant martini's,Other
lmao 10-19-30sUser17,Other
hey 10-19-30sUser28,Other
Anyone PM in this room?,ynQuestion
how are ya ll ,whQuestion
gotta watch my manners or she won't psh anymore buttons....lol,Statement
hello everyone,Other
yes....,Other
hey 10-19-30sUser29,Other
oh you meant your other lover....lol,Statement
lmao 10-19-30sUser17... go figure you'd think that was about you,Statement
yeah... cuz i have so many... lmao,Other
 :-) ,Other
gotta try...so seriously it wasn't meant for me.....lol,Statement
